"source_item_id","source_url","source_primary_keyword","target_item_id","target_url","target_primary_keyword","anchor_text","link_context","relationship","status","destination_quality_status","destination_http_status","destination_canonical_url","last_verified","reason_or_follow_up"
"proplogai-live-blog-trading-journal-benefits","https://proplogai.com/blogs/trading-journal-benefits","trading journal benefits","proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","trading journal","Use where 'trading journal' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal guide","Fields article points to journal pillar","cluster_to_pillar","verified_in_draft","approved","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","copyable trading journal template","Placed after the recommended starting-field list.","supporting_blog","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/trading-journal-template","2026-09-24","Verified in the local release candidate after revision 5 approval."
"proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","setup compliance","Use where 'setup compliance' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/setup-compliance","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","trading journal","Use where 'trading journal' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-blog-monthly-trading-review-template","https://proplogai.com/blogs/monthly-trading-review-template","monthly trading review template","monthly trading review template","Use when distinguishing a monthly review from a weekly review.","supporting_blog","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/monthly-trading-review-template","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use when explaining the wider journaling system.","cluster_to_pillar","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","trading journal fields","Use when the reader needs a deeper field-selection guide.","supporting_blog","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/trading-journal-fields","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-blog-weekly-trading-review-template","https://proplogai.com/blogs/weekly-trading-review-template","weekly trading review template","weekly trading review template","Use when moving from one trade entry to a weekly review.","supporting_blog","verified_in_draft","audited_live_page","200","https://proplogai.com/blogs/weekly-trading-review-template","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","setup compliance","Use when explaining rule and setup adherence.","blog_to_glossary","verified_in_draft","audited_live_page","200","https://proplogai.com/glossary/setup-compliance","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","trade review","Use when explaining the post-trade review step.","blog_to_glossary","verified_in_draft","audited_live_page","200","https://proplogai.com/glossary/trade-review","2026-09-24","Verified in revision 1 of the Batch G2 Human Review draft."
"proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","trading journal","Use on the first useful definition reference.","blog_to_glossary","live_verified","audited_live_page","200","https://proplogai.com/glossary/trading-journal","2026-09-25","Verified on the production article after the approved reciprocal-link repair."
"proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology prop firm","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","tracking trading emotions","tracking trading emotions","Neutral emotion-tracking guide selected","pillar_to_cluster","verified_in_draft","approved","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","proplogai-live-glossary-emotion-tracking","https://proplogai.com/glossary/emotion-tracking","trading emotion tracking","trading emotion tracking","Use where 'trading emotion tracking' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/emotion-tracking","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","proplogai-live-glossary-loss-aversion","https://proplogai.com/glossary/loss-aversion","loss aversion in trading","loss aversion in trading","Use where 'loss aversion in trading' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/loss-aversion","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-weekly-trading-review-template","https://proplogai.com/blogs/weekly-trading-review-template","weekly trading review template","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use where 'prop firm trading journal' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-weekly-trading-review-template","https://proplogai.com/blogs/weekly-trading-review-template","weekly trading review template","proplogai-live-glossary-performance-report","https://proplogai.com/glossary/performance-report","trading performance report","trading performance report","Use where 'trading performance report' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/performance-report","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-blog-weekly-trading-review-template","https://proplogai.com/blogs/weekly-trading-review-template","weekly trading review template","proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","trade review","Use where 'trade review' is first explained or applied.","blog_to_glossary","planned","audited_live_page","200","https://proplogai.com/glossary/trade-review","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-glossary","https://proplogai.com/glossary","PropLogAI trading glossary","proplogai-live-blog-blogs","https://proplogai.com/blogs","PropLogAI blog","PropLogAI blog","Use where 'PropLogAI blog' is first explained or applied.","cross_type_navigation","planned","audited_live_page","200","https://proplogai.com/blogs","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-ai-trading-coach","https://proplogai.com/glossary/ai-trading-coach","AI trading coach","proplogai-live-blog-ai-trading-coach-prop-firm","https://proplogai.com/blogs/ai-trading-coach-prop-firm","AI trading coach for prop firm traders","AI trading coach for prop firm traders","Use where 'AI trading coach for prop firm traders' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/ai-trading-coach-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-ai-trading-coach","https://proplogai.com/glossary/ai-trading-coach","AI trading coach","proplogai-live-blog-ai-trading-discipline","https://proplogai.com/blogs/ai-trading-discipline","AI trading discipline","AI trading discipline","Use where 'AI trading discipline' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/ai-trading-discipline","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-average-win-vs-average-loss","https://proplogai.com/glossary/average-win-vs-average-loss","average win vs average loss","proplogai-live-glossary-expectancy","https://proplogai.com/glossary/expectancy","trading expectancy","trading expectancy","Use where 'trading expectancy' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/expectancy","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-average-win-vs-average-loss","https://proplogai.com/glossary/average-win-vs-average-loss","average win vs average loss","proplogai-live-glossary-profit-factor","https://proplogai.com/glossary/profit-factor","profit factor","profit factor","Use where 'profit factor' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/profit-factor","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-confirmation-bias","https://proplogai.com/glossary/confirmation-bias","confirmation bias in trading","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","how to track trading emotions","Use where 'how to track trading emotions' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-confirmation-bias","https://proplogai.com/glossary/confirmation-bias","confirmation bias in trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-consistency-rule","https://proplogai.com/glossary/consistency-rule","prop firm consistency rule","proplogai-live-blog-prop-firm-challenge-readiness","https://proplogai.com/blogs/prop-firm-challenge-readiness","prop firm challenge readiness","prop firm challenge readiness","Use where 'prop firm challenge readiness' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-challenge-readiness","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-consistency-rule","https://proplogai.com/glossary/consistency-rule","consistency rule","proplogai-live-blog-prop-firm-consistency-calculator","https://proplogai.com/blogs/prop-firm-consistency-calculator","prop firm consistency calculator","Work through the consistency calculation and its limits","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/prop-firm-consistency-calculator","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-daily-drawdown-limit","https://proplogai.com/glossary/daily-drawdown-limit","daily drawdown limit","proplogai-live-blog-daily-drawdown-calculator","https://proplogai.com/blogs/daily-drawdown-calculator","daily drawdown calculator","Calculate and review a daily drawdown buffer","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/daily-drawdown-calculator","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-daily-drawdown-limit","https://proplogai.com/glossary/daily-drawdown-limit","daily drawdown limit","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-daily-drawdown-limit","https://proplogai.com/glossary/daily-drawdown-limit","daily drawdown limit","proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","drawdown in prop firm","Use where 'drawdown in prop firm' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/drawdown","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown","proplogai-live-blog-daily-drawdown-calculator","https://proplogai.com/blogs/daily-drawdown-calculator","daily drawdown calculator","See how to track a daily drawdown buffer","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/daily-drawdown-calculator","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","proplogai-live-glossary-daily-drawdown-limit","https://proplogai.com/glossary/daily-drawdown-limit","daily drawdown limit","daily drawdown limit","Use where 'daily drawdown limit' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/daily-drawdown-limit","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","proplogai-live-glossary-overall-drawdown-limit","https://proplogai.com/glossary/overall-drawdown-limit","overall drawdown limit","overall drawdown limit","Use where 'overall drawdown limit' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/overall-drawdown-limit","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-emotion-tracking","https://proplogai.com/glossary/emotion-tracking","trading emotion tracking","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use where 'prop firm trading journal' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-emotion-tracking","https://proplogai.com/glossary/emotion-tracking","trading emotion tracking","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","how to track trading emotions","Use where 'how to track trading emotions' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-equity-curve","https://proplogai.com/glossary/equity-curve","trading equity curve","proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","drawdown in prop firm","Use where 'drawdown in prop firm' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/drawdown","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-equity-curve","https://proplogai.com/glossary/equity-curve","trading equity curve","proplogai-live-glossary-performance-report","https://proplogai.com/glossary/performance-report","trading performance report","trading performance report","Use where 'trading performance report' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/performance-report","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-expectancy","https://proplogai.com/glossary/expectancy","trading expectancy","proplogai-live-glossary-average-win-vs-average-loss","https://proplogai.com/glossary/average-win-vs-average-loss","average win vs average loss","average win vs average loss","Use where 'average win vs average loss' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/average-win-vs-average-loss","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-expectancy","https://proplogai.com/glossary/expectancy","trading expectancy","proplogai-live-glossary-win-rate","https://proplogai.com/glossary/win-rate","trading win rate","trading win rate","Use where 'trading win rate' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/win-rate","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-fomo","https://proplogai.com/glossary/fomo","FOMO in trading","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","how to track trading emotions","Use where 'how to track trading emotions' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-fomo","https://proplogai.com/glossary/fomo","FOMO in trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-funded-account","https://proplogai.com/glossary/funded-account","funded trading account","proplogai-live-blog-prop-firm-challenge-readiness","https://proplogai.com/blogs/prop-firm-challenge-readiness","prop firm challenge readiness","prop firm challenge readiness","Use where 'prop firm challenge readiness' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-challenge-readiness","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-funded-account","https://proplogai.com/glossary/funded-account","funded trading account","proplogai-live-blog-prop-firm-expense-tracking-guide","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","prop firm expense tracking","prop firm expense tracking","Use where 'prop firm expense tracking' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-expense-tracking-guide","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-loss-aversion","https://proplogai.com/glossary/loss-aversion","loss aversion in trading","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","how to track trading emotions","Use where 'how to track trading emotions' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-loss-aversion","https://proplogai.com/glossary/loss-aversion","loss aversion in trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overall-drawdown-limit","https://proplogai.com/glossary/overall-drawdown-limit","overall drawdown limit","proplogai-live-blog-daily-drawdown-calculator","https://proplogai.com/blogs/daily-drawdown-calculator","daily drawdown calculator","Compare daily and overall drawdown tracking","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/daily-drawdown-calculator","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-overall-drawdown-limit","https://proplogai.com/glossary/overall-drawdown-limit","overall drawdown limit","proplogai-live-blog-prop-firm-challenge-readiness","https://proplogai.com/blogs/prop-firm-challenge-readiness","prop firm challenge readiness","prop firm challenge readiness","Use where 'prop firm challenge readiness' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-challenge-readiness","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overall-drawdown-limit","https://proplogai.com/glossary/overall-drawdown-limit","overall drawdown limit","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overall-drawdown-limit","https://proplogai.com/glossary/overall-drawdown-limit","overall drawdown limit","proplogai-live-glossary-drawdown","https://proplogai.com/glossary/drawdown","drawdown in prop firm","drawdown in prop firm","Use where 'drawdown in prop firm' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/drawdown","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overconfidence","https://proplogai.com/glossary/overconfidence","overconfidence in trading","proplogai-live-blog-tracking-trading-emotions","https://proplogai.com/blogs/tracking-trading-emotions","how to track trading emotions","how to track trading emotions","Use where 'how to track trading emotions' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/tracking-trading-emotions","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overconfidence","https://proplogai.com/glossary/overconfidence","overconfidence in trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-overtrading","https://proplogai.com/glossary/overtrading","overtrading","proplogai-live-blog-overtrading-prop-firm-challenges","https://proplogai.com/blogs/overtrading-prop-firm-challenges","overtrading in prop firm challenges","Review overtrading patterns in prop firm challenges","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/overtrading-prop-firm-challenges","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-overtrading","https://proplogai.com/glossary/overtrading","overtrading","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-pattern-recognition","https://proplogai.com/glossary/pattern-recognition","trading pattern recognition","proplogai-live-blog-ai-journal-pattern-detection","https://proplogai.com/blogs/ai-journal-pattern-detection","AI trading journal analysis","AI trading journal analysis","Use where 'AI trading journal analysis' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/ai-journal-pattern-detection","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-pattern-recognition","https://proplogai.com/glossary/pattern-recognition","trading pattern recognition","proplogai-live-blog-ai-trading-coach-prop-firm","https://proplogai.com/blogs/ai-trading-coach-prop-firm","AI trading coach for prop firm traders","AI trading coach for prop firm traders","Use where 'AI trading coach for prop firm traders' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/ai-trading-coach-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-performance-report","https://proplogai.com/glossary/performance-report","trading performance report","proplogai-live-blog-ai-journal-pattern-detection","https://proplogai.com/blogs/ai-journal-pattern-detection","AI trading journal analysis","AI trading journal analysis","Use where 'AI trading journal analysis' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/ai-journal-pattern-detection","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-performance-report","https://proplogai.com/glossary/performance-report","trading performance report","proplogai-live-blog-prop-firm-pnl-calendar","https://proplogai.com/blogs/prop-firm-pnl-calendar","trading P and L calendar","trading P and L calendar","Use where 'trading P and L calendar' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-pnl-calendar","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-position-sizing","https://proplogai.com/glossary/position-sizing","position sizing","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-position-sizing","https://proplogai.com/glossary/position-sizing","position sizing","proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","risk per trade","Use where 'risk per trade' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/risk-per-trade","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-pre-market-routine","https://proplogai.com/glossary/pre-market-routine","pre market routine","proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","trading rulebook","Use where 'trading rulebook' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-rulebook","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-pre-market-routine","https://proplogai.com/glossary/pre-market-routine","pre market routine","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-profit-factor","https://proplogai.com/glossary/profit-factor","profit factor","proplogai-live-glossary-expectancy","https://proplogai.com/glossary/expectancy","trading expectancy","trading expectancy","Use where 'trading expectancy' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/expectancy","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-profit-factor","https://proplogai.com/glossary/profit-factor","profit factor","proplogai-live-glossary-win-rate","https://proplogai.com/glossary/win-rate","trading win rate","trading win rate","Use where 'trading win rate' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/win-rate","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-profit-target","https://proplogai.com/glossary/profit-target","prop firm profit target","proplogai-live-blog-prop-firm-challenge-readiness","https://proplogai.com/blogs/prop-firm-challenge-readiness","prop firm challenge readiness","prop firm challenge readiness","Use where 'prop firm challenge readiness' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-challenge-readiness","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-profit-target","https://proplogai.com/glossary/profit-target","prop firm profit target","proplogai-live-glossary-prop-firm-challenge","https://proplogai.com/glossary/prop-firm-challenge","prop firm challenge","prop firm challenge","Use where 'prop firm challenge' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/prop-firm-challenge","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-prop-firm-challenge","https://proplogai.com/glossary/prop-firm-challenge","prop firm challenge","proplogai-live-blog-forex-trading-for-beginners","https://proplogai.com/blogs/forex-trading-for-beginners","forex trading for beginners","forex trading for beginners","Use where 'forex trading for beginners' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/forex-trading-for-beginners","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
